0.010875,0.016675,0.007425,0.0135,0.012375,0.023175,0.014075,0.025375,0.013675,0.027225
0.009525,0.016125,0.022275,0.0165,0.015975,0.01085,0.023125,0.010925,0.021375,0.01235
0.006325,0.014125,0.017475,0.0172,0.014475,0.0155,0.01625,0.013625,0.0162,0.016075
0.0065,0.006325,0.006525,0.0064,0.018025,0.00625,0.006425,0.008425,0.018675,0.00635
0.006275,0.00635,0.006125,0.00605,0.0067,0.006025,0.019725,0.006025,0.006225,0.006675
0.006275,0.01145,0.006475,0.013425,0.0065,0.006125,0.00625,0.006725,0.006475,0.0061
0.006525,0.006225,0.01065,0.006125,0.006775,0.006375,0.006425,0.006275,0.008375,0.006075
0.006675,0.006825,0.00635,0.0068,0.00645,0.00645,0.006225,0.006425,0.00635,0.0063
0.014025,0.013025,0.012325,0.02395,0.013675,0.014325,0.0339,0.013675,0.012575,0.013775
0.021425,0.0241,0.01835,0.01815,0.0221,0.014725,0.018625,0.01715,0.015425,0.01695
0.02135,0.020975,0.014825,0.01485,0.01735,0.011275,0.017175,0.015575,0.012275,0.019075
0.014975,0.015,0.0168,0.012025,0.01235,0.011675,0.01125,0.0141,0.01185,0.012525
0.011425,0.012075,0.01225,0.011275,0.011775,0.0121,0.01165,0.011625,0.012025,0.01385
0.0119,0.0124,0.0114,0.011825,0.0119,0.012425,0.011725,0.011525,0.011725,0.011475
0.0119,0.011275,0.011675,0.0197,0.01165,0.013875,0.0122,0.01135,0.012525,0.016225
0.0119,0.011625,0.01145,0.011725,0.0116,0.011225,0.011675,0.012425,0.012075,0.0115
